TokenID,Universe Name,Planet Name
1676,Munenu,Rhalui
1677,Cindroira Reach,Vessaiv
1678,Thaliaus,Pavuesh
1679,Cindriy,Joruys
1680,Munena Prime,Tarouux
1681,Cindriaor,Barkai
1682,Beloraey,Xalea
1683,Myraee,Rhalo Vale
1684,Lomiroax,Keshouiv
1685,Cindroel,Tarea Reef
1686,Munene,Queneys
1687,Ossaiaune Prime,Quenoeth Crest
1688,Juneluus,Sovo Crest
1689,Praxe Fold,Vessuia
1690,Munena Span,Tevoean Minor
1691,Sundaom,Breni Spire
1692,Favenuyr,Nira Spire
1693,Favenaor,Sovu Crest
1694,Kaelai,Yethouin
1695,Novareith Sphere,Ulmuux Spire
1696,Grostiyr Prime,Xaleiv
1697,Ekareoo,Taraiux Major
1698,Ithelath,Maelaak
1699,Praxua Sphere,Jorui Minor
1700,Sundaeor,Luneaund
1701,Beloruus,Corinouys Reef
1702,Praxuaune,Quenaiille
1703,Corvoi,Yethouesh
1704,Nexeon,Ivaiar Hollow
1705,Juneleo Domain,Wreneao Major
1706,Kaeluayn Fold,Ostouesh
1707,Kestruor,Ferroeos Hollow
1708,Ekariae,Wrenui Basin
1709,Dravuus Prime,Queniu Reef
1710,Grostiax,Hessear
1711,Munene Sphere,Quenuund
1712,Aveoi Fold,Brenae
1713,Cindrua,Zolea
1714,Elya Prime,Paviys Spire
1715,Zereo Expanse,Fyrei Major
1716,Kaelia Domain,Graeleesh
1717,Thaleune,Corinaio
1718,Orvi,Golaak
1719,Nexaeith,Cosai Spire
1720,Lomiraen,Yethi Spire
1721,Ossae,Tevoeux Crest
1722,Belorior,Barka Reef
1723,Kaelu,Yetho
1724,Ekaruau,Ferroays Basin
1725,Nexoon,Maelao
1726,Lomiruayn,Ivao Hollow
1727,Kestrora,Maelu Crest
1728,Nexeoor Realm,Vessiom
1729,Zeruaa,Fyreeaan
1730,Elyuus,Xaluieth
1731,Halvinuae Reach,Wrenu Crest
1732,Orveou,Pavaiy Reef
1733,Cindraa,Rhalo Spire
1734,Elyo,Ostea Hollow
1735,Orveoyn Domain,Tevea Major
1736,Corviaor,Ferroiux
1737,Volne Reach,Sovuin Vale
1738,Novara Prime,Tare Reef
1739,Sundoie Domain,Brenoe
1740,Loravuax,Pave Hollow
1741,Sundeoax,Dharou Reef
1742,Itheliara Reach,Yetheaesh Hollow
1743,Volno Sphere,Quenoe
1744,Ossaith,Vessiy
1745,Veyia,Barkaan
1746,Ossauaor,Maelear
1747,Isaraith,Breniol
1748,Favenu Reach,Dharai Vale
1749,Munenaeyn Span,Hessi
1750,Aveoior,Brenu Reef
1751,Junelera,Pavoeesh
1752,Dravee Sphere,Pavea
1753,Kestreois,Ivou
1754,Itheli,Ivai Crest
1755,Ossaeyr Sphere,Xalo
1756,Itheli Prime,Graeleai
1757,Junelea,Graeloe
1758,Kaeleo Expanse,Zoloeille
1759,Faveni,Niruieth
1760,Sundoi Reach,Wrenea Vale
1761,Thalo,Maelaund
1762,Novarae,Xali
1763,Kestreoen,Vessaor
1764,Praxi Reach,Graeloue
1765,Itheliaith,Dharu Major
1766,Praxoiy,Niriak
1767,Zeriaune,Jorouiv Basin
1768,Ekaraeu Expanse,Tevuund
1769,Corvaeu Expanse,Goloesh
1770,Favenua,Keshoak
1771,Anthia Domain,Fyreouak
1772,Anthuaor,Vessouy
1773,Corvee,Vessiu
1774,Elyoth Prime,Coso Spire
1775,Thaliayn Sphere,Ulmui
1776,Praxoy,Niraiar
1777,Ossaoi Reach,Pavuiak Spire
1778,Itheluo,Maelaiiv Hollow
1779,Volnoiav,Kesheays
1780,Dravaera Fold,Corineaor
1781,Novaruor Fold,Ostuiar
1782,Zerao,Ferrooe Major
1783,Sundoen Span,Cosoea Hollow
1784,Favenoiune,Tevea
1785,Praxiaus Span,Dharuo
1786,Draviis,Zolouille
1787,Corvaeune,Tareaan
1788,Belorais,Graelouos
1789,Veyeoon,Paveeth
1790,Isariis,Vessool
1791,Junelaor,Zoloeth
1792,Zerae Domain,Pavoeor Crest
1793,Ossaiath,Ferroeor Minor
1794,Isaruor,Coseau
1795,Dravaom,Graelaiol
1796,Cindruon Sphere,Ferrooeak
1797,Lomire Prime,Niroe Spire
1798,Orveu Span,Xalouos Hollow
1799,Grostoav,Dessaaol Vale
1800,Veyua Reach,Jorein Reef
1801,Veyoira,Golu Major
1802,Halvinais Domain,Ostaiille Minor
1803,Kaeluaom,Ivu Major
1804,Ossaaeel Reach,Ulma Hollow
1805,Zeret Expanse,Zolouund
1806,Antho Sphere,Dharay
1807,Cindreoav,Ferrouo
1808,Kaelia Prime,Brenoeux
1809,Nexeoune,Dessaaol Minor
1810,Itheluaus Expanse,Quenieth
1811,Kaeluom,Pavound
1812,Sundiai,Cosou
1813,Cindreoon,Oste Basin
1814,Isareoo,Wrenea Spire
1815,Aveaen,Corinoos
1816,Favenoav,Ostu Reef
1817,Isaraeo,Sovai Basin
1818,Lomirae Prime,Cosouys
1819,Thalua Reach,Barkouo Minor
1820,Anthiaon,Fyrei
1821,Ithelae Reach,Graelu Reef
1822,Nexoiis,Pavoean
1823,Nexaea,Graeleund
1824,Faveneoav Realm,Keshoy
1825,Volno Reach,Tevui Hollow
1826,Praxaeith Prime,Vessouund
1827,Praxu Span,Lunoe
1828,Draveo,Ferroa
1829,Itheliaune,Luneux Minor
1830,Junela Expanse,Ostai Crest
1831,Ekareon,Brenai
1832,Favenara,Pavuom
1833,Ekaroi Expanse,Ivue
1834,Myreo,Cosaar
1835,Praxiaune,Graela
1836,Cindri,Keshuio
1837,Kaeluon Span,Golo Basin
1838,Grosteora Reach,Niraar Crest
1839,Itheloen,Ostiak Reef
1840,Kestrien,Dhareai
1841,Veyue,Xaloo
1842,Kestriaor,Golaan
1843,Lomiruu,Cose Vale
1844,Ekarua Domain,Cosoak
1845,Belorath Span,Yethou Vale
1846,Junelu,Osteol Vale
1847,Kestreen,Soveaak
1848,Lomiraeyr,Dharu
1849,Dravi Realm,Luniak
1850,Anthuaav,Zolai
1851,Munenayr,Pavein
1852,Isareune Reach,Iveor
1853,Itheluaune,Barkoeux
1854,Novaroiu,Barkuin Vale
1855,Grosteoen,Osteund
1856,Corviau,Joro Major
1857,Orvuyn Span,Quenoei
1858,Sunduav,Ferroean
1859,Aveior,Fyreea Crest
1860,Zeruon,Dharior
1861,Ossao Fold,Luneaille
1862,Grosteo,Keshea Major
1863,Myraus Fold,Maeluie
1864,Aveae Prime,Vessai Reef
1865,Junelaus,Vessain Crest
1866,Cindro,Ferroouom Spire
1867,Sundoen,Taroe Basin
1868,Dravuon Expanse,Luniund
1869,Grostaeune,Vessia
1870,Cindrae,Dharouor
1871,Sundaeu,Rhaliar
1872,Myrua Prime,Wreneays
1873,Anthuo,Yethool Reef
1874,Novaru Span,Hessoe Basin
1875,Loravoion Fold,Barkia Reef
1876,Myruor,Vessao Hollow
1877,Elyoyn,Hessi Crest
1878,Beloruau,Dessaaii
1879,Zeru Reach,Hessou Reef
1880,Ossaua Domain,Fyreuii
1881,Junelo Expanse,Hessui Reef
1882,Ithelaon,Fyreeaom
1883,Myruao,Rhalou Hollow
1884,Junelaei,Barke Reef
1885,Anthoion,Yethaie
1886,Ekarae,Goliund
1887,Halviniayn,Graeley Spire
1888,Elyiaith,Zoluar Vale
1889,Veye,Ivuesh
1890,Junelaeom,Yethaan Reef
1891,Corvu,Nireol
1892,Veyo,Sova Basin
1893,Nexui,Tevo Crest
1894,Aveaom,Wrenuio Basin
1895,Volnaeax,Luneille
1896,Ekarea,Ferrou Crest
1897,Ossaeora Fold,Zolai Major
1898,Myroien,Quenoean
1899,Anthiaom,Hessai
1900,Ekareo Fold,Hessuom Vale
1901,Elyeo Realm,Ivi
1902,Nexaith,Dhareux
1903,Favenae Reach,Yethaar
1904,Praxoax,Niroear Basin
1905,Grostoa Sphere,Pavoea
1906,Dravoie Sphere,Yethound
1907,Anthuau Fold,Graelaiu
1908,Favenoyr,Dharouesh
1909,Corveoon,Keshou Crest
1910,Loravoi Sphere,Wrenouom Hollow
1911,Grosteoith Realm,Brenu
1912,Cindroion,Graelou
1913,Kestriyr Expanse,Goliys
1914,Belorayr,Tevaar
1915,Ossauael Expanse,Sovouar
1916,Lomirae Fold,Niraiak
1917,Orva,Cosui Hollow
1918,Halvineel,Tevoe Spire
1919,Beloria Reach,Brenaii
1920,Volnaith Span,Yethuan
1921,Ekaruen Sphere,Coso
1922,Cindru Domain,Fyreiux
1923,Elyoi Prime,Yethouan
1924,Myrae Expanse,Sovaa
1925,Aveaeu,Dharoeol
1926,Isaraon,Barkea Minor
1927,Lomireo,Vessau
1928,Isari Reach,Iveund
1929,Zerai Reach,Luneille Crest
1930,Ossaeo,Vessaiiv
1931,Myroi Prime,Ivoein Crest
1932,Praxeax,Keshoux
1933,Nexi Reach,Maela Reef
1934,Munenuai,Zoluior Reef
1935,Sundoius Span,Dharios
1936,Isaraa Reach,Ferroeaille
1937,Thaluy,Iveaux
1938,Ossaais Prime,Ferroouol
1939,Favenuo,Taroua Minor
1940,Volnua,Taruiesh
1941,Corvaa,Wrenoeos Basin
1942,Nexeoo,Zolaiom
1943,Sundoi Expanse,Vessuy Crest
1944,Novareoen,Yethaol
1945,Ekario,Fyreou Basin
1946,Munenera,Kesha Basin
1947,Beloraei,Rhalouak
1948,Veyius Fold,Fyreoe Crest
1949,Orvaera Domain,Corinoe Crest
1950,Loravaa,Barkaiar
1951,Aveoor,Goleak
1952,Aveoi Domain,Dessaeaille
1953,Juneleo,Wrenoeille
1954,Grostiayn,Rhaleaor
1955,Lorave,Ulmiak
1956,Aveeax,Jorouom
1957,Junelie,Quenoeak Reef
1958,Kaelaune,Ivoei
1959,Kaelae Fold,Graeluom
1960,Draveois,Rhaloeom
1961,Praxu Domain,Graeluan Minor
1962,Volnion,Keshu Vale
1963,Volneo,Zolu Vale
1964,Loraveoo,Zola
1965,Beloru,Zola Basin
1966,Kaeleou,Wrenoe Major
1967,Lomiroa,Wrene
1968,Nexoa,Ivaiu Minor
1969,Dravau Domain,Cosaiiv
1970,Corvu Prime,Maeluior
1971,Munenoie,Wreneaille
1972,Novaroon,Lunaiy
1973,Isariar,Niri Minor
1974,Thalien,Barko Crest
1975,Veyith,Zoleos
1976,Sundoi,Yethaiom
1977,Ithela Span,Joru Reef
1978,Veyi Span,Osti Basin
1979,Beloroi Span,Iveaak
1980,Orveoom,Ulmeaille Minor
1981,Isaru,Xalay
1982,Zera Reach,Hessiund
1983,Loravoii,Jorios
1984,Veyo Span,Brenaiin
1985,Aveeoyn Fold,Fyreeom Vale
1986,Orvoi,Vesseos
1987,Draveoav,Dhara
1988,Cindraor,Cosiille
1989,Kaelo Sphere,Paveaund
1990,Kaeleor,Vessaar
1991,Halvinaeom,Corinou Major
1992,Veyuu,Ostuille Hollow
1993,Nexaeune,Yetheao
1994,Cindru Expanse,Xalouom
1995,Dravaer,Fyreoe Vale
1996,Muneneo Expanse,Maelou
1997,Itheluay,Zole
1998,Favenuus,Brenoi
1999,Junelous Realm,Soveaar
2000,Loravaeis,Yethein Crest
2001,Lomiroav Span,Wrenouan
2002,Volnera,Pavuar Minor
2003,Nexeoith,Vessuan
2004,Nexae Domain,Rhalou Major
2005,Loravoi Reach,Zolo
2006,Volna Reach,Joru Vale
2007,Veyeoel,Rhalouos Spire
2008,Praxiayn,Ferrouom
2009,Nexu,Golu
2010,Volne Realm,Brenai Vale
2011,Grostiaen,Teveys
2012,Volnoy,Dharoan
2013,Zeru Fold,Yethoiv
2014,Loravoith Realm,Tevou Crest
2015,Myrua Expanse,Dharoean
2016,Lomiru Sphere,Nireeth Vale
2017,Novaroi Expanse,Ulmoean
2018,Munenaom,Ostuia Reef
2019,Veyiaune Span,Hessouom
2020,Volnaeune Domain,Brenea
2021,Volnaeav,Sove Minor
2022,Halvinua Domain,Sovuiu
2023,Zereous,Cosau
2024,Volnoi,Ulmuys
2025,Lomiri Reach,Graelaom
2026,Ekariom Span,Quenaak
2027,Beloroi,Oste Reef
2028,Praxia,Joreaiv
2029,Novaruao,Barkoa
2030,Veyuae Realm,Ostoear
2031,Orvoi Domain,Quenai
2032,Zeroy Sphere,Xaliak
2033,Itheleo Domain,Golaio
2034,Thalois Span,Graelouol Vale
2035,Kestra Fold,Brenoe Major
2036,Sundaeo,Ulme Reef
2037,Favenaer,Barkoe
2038,Itheleu,Vesseaiv
2039,Cindreith,Zoliund
2040,Loravuai Sphere,Lunue
2041,Elyuith,Maeluiiv
2042,Ithelia,Golaund
2043,Grostua,Maeloe Vale
2044,Corviax,Yethau
2045,Myra Domain,Dessaieth Crest
2046,Avee,Yethuar
2047,Zereois,Osteaar
2048,Zereoo,Taruiom
2049,Zeruyr,Keshaol
2050,Zera,Breneu
2051,Kaeliaav,Rhaluiiv
2052,Dravua,Barkea
2053,Nexoi Span,Cosuia
2054,Thalo Realm,Fyreuund Crest
2055,Kestriaus,Hessiar
2056,Itheleo Prime,Corinea
2057,Nexuaor,Graeloeille
2058,Veyua,Tevui
2059,Itheluais,Jorou Minor
2060,Faveneoom,Sovea Major
2061,Munenao Realm,Dessauor
2062,Elyay,Hessuiys Crest
2063,Volnuth Domain,Maeleaom
2064,Ekariaax,Soveaos
2065,Ekaroi Reach,Dharu Minor
2066,Orveoel,Pavain
2067,Beloreune,Zolo Spire
2068,Halvino Reach,Cosi Hollow
2069,Halvinoax,Niroa
2070,Ossai,Dessaoe Hollow
2071,Volnoen,Tevoy
2072,Orva Reach,Vessa
2073,Aveuom,Corinai Hollow
2074,Thalu Expanse,Fyrea Major
2075,Draviaom,Goleaux
2076,Corvua Sphere,Pavu Major
2077,Cindriath,Sovou Vale
2078,Novarua,Yetheaar
2079,Itheloi,Goleos
2080,Loravoiav,Zoloa
2081,Veyu Prime,Zole Spire
2082,Myraav,Xaleai
2083,Kestra Realm,Pavee
2084,Belore Reach,Sovea Crest
2085,Junele,Keshe
2086,Anthaeax,Zolouol
2087,Ekaraeyr,Queno Vale
2088,Veyu Expanse,Rhali Crest
2089,Kaeluith Span,Fyreoor
2090,Favenui,Rhalouom
2091,Isareen,Barkior Spire
2092,Orvuaom,Niraiol
2093,Isaruaune,Tevai Reef
2094,Ekaraeu,Ferrouille Reef
2095,Myraeyr,Keshaos
2096,Isaraen,Xalao
2097,Isaraeom Realm,Dessaaio
2098,Loravar,Rhaluieth Major
2099,Antheoax,Cosoea
2100,Volnaera Realm,Keshai Crest
2101,Beloraune Expanse,Barkouol
2102,Orvaith,Dessaeays
2103,Halvineen,Lunein Reef
2104,Favenoiom Span,Keshoe Major
2105,Ekaraea,Goloa
2106,Veyeoi,Taroeth
2107,Dravoi Fold,Soveom
2108,Isaruael,Xaluie Spire
2109,Kestrai,Rhaloin
2110,Nexoy,Nirou Basin
2111,Anthe Expanse,Rhaloua Basin
2112,Volnoiis,Rhalound
2113,Isaroo,Graeleund Major
2114,Zeroi,Corinaille Hollow
2115,Ekaroi Prime,Rhaluos
2116,Sunduayn,Brenoey
2117,Novaraeen Realm,Rhaluom
2118,Kaelaera,Graelo Hollow
2119,Kestruyr Expanse,Cosaan
2120,Munena Expanse,Pavou
2121,Itheli Domain,Wreni Crest
2122,Ekaruis,Fyreoille
2123,Dravais,Golie Basin
2124,Praxaer,Ulmai
2125,Grostoyn,Graeloua
2126,Thaley,Joroe Crest
2127,Myroiom,Pavoe Vale
2128,Grostiaav,Corinaesh
2129,Juneloiav,Rhalai
2130,Ossauyr,Osto
2131,Aveaav Expanse,Cosui
2132,Nexeyr,Barkoys
2133,Volnael,Hessaios
2134,Kaelaeith,Fyreios
2135,Grosteo Span,Vessea Major
2136,Muneneu Reach,Dharoe
2137,Sundiaax Expanse,Maelaiesh
2138,Praxaen,Maelu Basin
2139,Kaeluay,Hessoak
2140,Loraveyn,Pavoei
2141,Praxua,Keshai Minor
2142,Dravia,Breneaan
2143,Anthoiith,Hessou
2144,Myru,Joruos Spire
2145,Kestraav,Quenuille
2146,Novaria Expanse,Rhali
2147,Elyeo Fold,Rhalaii Vale
2148,Munenaeor Fold,Lunaiin
2149,Thalia Sphere,Hessoin
2150,Favenia,Corinouom
2151,Isaria,Hessui Major
2152,Itheleo Reach,Dessauior Crest
2153,Aveiaav,Dhariy
2154,Lomiraax,Pavea Reef
2155,Volno,Graeleao Basin
2156,Anthia,Dharaiin
2157,Nexaeo,Rhalao
2158,Nexoi Realm,Kesheae Major
2159,Junelua,Vessaiak Major
2160,Belore,Dessaue
2161,Junelee Reach,Ivian
2162,Corvath,Dessauin
2163,Zeruaune Domain,Fyreuin
2164,Elyeoi,Lunaar
2165,Nexaeom,Ostuiar Hollow
2166,Myrua,Keshiiv Reef
2167,Volnuith,Goloeys
2168,Aveaera,Luneays
2169,Veyeo Expanse,Barkoar
2170,Antheoth,Jorui Hollow
2171,Junelaeith,Maele
2172,Anthoi,Dhareund Hollow
2173,Sundi Domain,Tareao Basin
2174,Corviay,Hessoea Spire
2175,Volnoiom Domain,Yethei
2176,Ossaue,Tarool
2177,Ekaraee Fold,Xalua
2178,Novaria Fold,Queniesh
2179,Loravia,Soveain Basin
2180,Loravo Reach,Golai
2181,Zerais,Goluiy Hollow
2182,Ekaroira,Cosuiy
2183,Antheoen,Lunear
2184,Cindraeyr,Zoloor
2185,Lomireo Fold,Ferroeo
2186,Praxoiis,Dharoeor
2187,Juneliaen,Joruior
2188,Lomira,Vesseesh
2189,Novara Reach,Tari Spire
2190,Isareo Domain,Jorui Spire
2191,Juneleoen,Yethe
2192,Ithelie,Yethouys
2193,Orvaeyn,Lunaiol Basin
2194,Aveaune,Graeluio
2195,Lomiriao,Ostuak
2196,Myreoyn,Keshea
2197,Ossaaen,Xaloak
2198,Lomiruaon,Sovieth Basin
2199,Praxaea,Lune Spire
2200,Kaelaor Prime,Dessaeol
2201,Myrae,Sovaan
2202,Sunduaor,Sovoe
2203,Corvaeith,Ivaa
2204,Halvinuus,Fyreiux Major
2205,Ekariaa Fold,Quenouux Reef
2206,Kaelu Expanse,Keshe Reef
2207,Muneno,Keshaiys Crest
2208,Nexara Sphere,Yethaan
2209,Drava,Ivie
2210,Myriai Span,Hesse Crest
2211,Grostiay,Yethaille
2212,Corvie,Dessauiux
2213,Cindreoor,Barkuiu Basin
2214,Aveu,Brenuu
2215,Aveaee,Brenea Spire
2216,Lomirut,Brenai Hollow
2217,Orva Prime,Rhalaol
2218,Munenael Realm,Dharoui Spire
2219,Sundeo Fold,Ostoe Major
2220,Myriyr Prime,Corinool
2221,Ekaruith Domain,Vessu
2222,Kaeli Realm,Dessaou Hollow
2223,Lomiruith,Ulmu Major
2224,Isaroa,Pavo Spire
2225,Beloriaen Prime,Ostai
2226,Itheloia,Barkaiys
2227,Loraveoune,Barko Spire
2228,Thalea,Cosuiol
2229,Kestrayr,Wrenui Minor
2230,Isaroi,Cosouille
2231,Ossaous,Hessaiv Hollow
2232,Myrais,Ivoe
2233,Veyeen Reach,Wrenaom
2234,Anthais Domain,Jora
2235,Praxoav,Barkeys
2236,Corver,Sovoeesh Hollow
2237,Isareyr,Barkouiv
2238,Corvae Domain,Sovi Vale
2239,Ossaiom,Golii Minor
2240,Beloria,Rhalouy
2241,Anthoira,Vessuor
2242,Ossaiaav,Sovueth
2243,Myreoax,Tarai
2244,Zeriax,Tevoo Basin
2245,Ekaraeel,Fyreuiak
2246,Myrien Prime,Golaeth
2247,Cindrua Expanse,Rhalui Basin
2248,Munenaeo,Graeli Basin
2249,Juneloax Realm,Cosu
2250,Orvo Expanse,Jorui Vale
2251,Ekaroie,Yethuios
2252,Favenae Expanse,Wreno Vale
2253,Loravaea,Ulmouos
2254,Ekari Span,Quenaiu
2255,Corvior,Graeloux
2256,Lomirai Sphere,Dhareund
2257,Novariaith Sphere,Goluio
2258,Zeroyn Expanse,Niroeos
2259,Kaeliax,Xalea Basin
2260,Veyua Sphere,Dessaoeu
2261,Novaraet,Hessoue
2262,Lorava,Rhala
2263,Zeriayn,Quenii Minor
2264,Myrith,Ivai
2265,Praxeo Span,Graeloa
2266,Praxo,Maeluor
2267,Favenoior,Lunea Reef
2268,Draviaus Reach,Zoloo
2269,Beloriith Sphere,Queni Minor
2270,Cindria Domain,Sovi
2271,Dravaax,Sovuiys
2272,Zeree,Barkoe Minor
2273,Sundeo Prime,Barkea Hollow
2274,Volneav,Rhaluiesh Reef
2275,Nexi,Yethear
2276,Volnuo,Keshui Hollow
2277,Volnuaav,Maeloux
2278,Cindroor,Tevo Major
2279,Sundut,Goluiille
2280,Nexae,Barkuesh Spire
2281,Cindre Domain,Vessou
2282,Favenia Sphere,Tevouor Basin
2283,Praxeoth,Wrenai Basin
2284,Lomirai,Ulmao
2285,Praxoi Fold,Keshui
2286,Ekari,Xali Hollow
2287,Munenuaen,Ostou Hollow
2288,Novariaa,Tevoom
2289,Draviaax Sphere,Tevouux Hollow
2290,Thale,Maeloue Major
2291,Ossaa Realm,Ferroaie
2292,Sundeo,Maeleaux
2293,Loravoie Expanse,Niriol Basin
2294,Thaloy Realm,Jorii
2295,Nexaeax,Breni Major
2296,Halvinira,Ferroea Hollow
2297,Kestrao,Ostoom Major
2298,Cindroi,Tevoe Basin
2299,Ekareoith,Ulmuiund Reef
2300,Loraveel Expanse,Wrenoee
2301,Munenu Sphere,Fyreuian Major
2302,Kestriaith,Golo
2303,Nexiais,Ulmaak
2304,Dravaeith,Lunou Basin
2305,Kestruaon,Fyreao
2306,Volneoyr,Cosouiv
2307,Elyaa,Osteiv
2308,Corvara Span,Ulmouo
2309,Elyeu,Pavuor Minor
2310,Kaelo,Maeloe Hollow
2311,Nexo,Ulmoe
2312,Kestro Expanse,Fyreoe
2313,Ossaae Reach,Cosuille
2314,Sundeune,Rhalaiar
2315,Isarua,Goluar
2316,Cindroiith Domain,Jorao
2317,Thalui,Joraom Vale
2318,Halviniom,Dhara Minor
2319,Lorave Prime,Niroe Reef
2320,Zeruayn,Corinoein
2321,Corveoor,Barkian Crest
2322,Aveu Fold,Coseao Basin
2323,Novarayr,Maeley Crest
2324,Nexeo Domain,Quenui Hollow
2325,Praxeois,Nireaeth Minor
2326,Veyuaa,Joreys
2327,Veyeyr,Yethaio
2328,Juneleoith,Goleo
2329,Juneliara,Pavean Minor
2330,Munenua,Vessu Spire
2331,Anthu Sphere,Dhareiv Reef
2332,Sundeoyr Prime,Graeleaesh
2333,Ossaiaom Expanse,Hessoys Crest
2334,Nexiaith,Tevaiesh
2335,Zeriav,Taruiu Reef
2336,Ithelara,Wrenoi Minor
2337,Lomireyn,Brenouos
2338,Kestria Span,Dessao
2339,Myri,Ostaa Hollow
2340,Ekaraeith Realm,Dharuios Spire
2341,Loravua,Zolaak
2342,Nexeo Expanse,Lunaiom
2343,Cindruath,Cosoe Hollow
2344,Juneloi Sphere,Maeliux
2345,Sunde,Fyreeaos
2346,Anthoir,Dessaoys
2347,Praxaeon Span,Wrenio
2348,Lomiro Sphere,Keshi Minor
2349,Volnoien Expanse,Goloui
2350,Sundue,Tevoe
2351,Beloriara Reach,Ostie
2352,Itheleoe,Fyreouo
2353,Praxua Reach,Dessaoueth
2354,Praxuayn,Cosaiar
2355,Sundeo Expanse,Tare
2356,Thaluo Domain,Zolo Hollow
2357,Faveneoav,Graeloeo
2358,Kestriax Prime,Sovou
2359,Kestruune,Maelea Crest
2360,Volnua Realm,Tare Vale
2361,Ekarey Prime,Taroeor
2362,Kaeleo Domain,Wrenoan
2363,Ekare,Wrenaeth
2364,Loraviae,Graeleaar
2365,Nexoith Sphere,Yethou Crest
2366,Nexet,Xaleom
2367,Cindreoen,Vesseol
2368,Ossaua,Rhaleaa Hollow
2369,Dravoi,Ivuiesh
2370,Novaruay,Joro
2371,Loravayr,Cosoeille
2372,Myroiyn Expanse,Taroei
2373,Praxea,Corino Spire
2374,Halvinoi Span,Lunain
2375,Novaraeyn,Goliom
2376,Cindreo Fold,Xaleaund Major
2377,Zereo Fold,Ulmuol Major
2378,Grosto,Ulmoeys
2379,Nexeune,Ivaiille
2380,Halvinu Sphere,Rhalu Hollow
2381,Ossaeoy,Vessee Vale
2382,Junele Sphere,Brenuor
2383,Kestriom,Quene
2384,Aveuune Domain,Corinoa
2385,Elyeoth,Fyreuesh
2386,Grostira,Fyreoueth Crest
2387,Loravuo Prime,Paveaak
2388,Sundeo Domain,Xaleaor
2389,Veyuel Prime,Ivo
2390,Belore Sphere,Vessaund
2391,Juneleoi,Wrenoeesh
2392,Corvuor,Breneau
2393,Kestruae Domain,Wrenuiys
2394,Draveoa Reach,Lunuux
2395,Halvinael,Keshaiys
2396,Grostuo Sphere,Vesso Basin
2397,Sunduaom,Vessee Major
2398,Sundaera,Wrenei
2399,Dravaa,Graeleaos Hollow
2400,Kestriy,Cosoe
2401,Loravuaa,Vesso Reef
2402,Volnia,Zoloeys Hollow
2403,Myreor,Hessi Minor
2404,Ekaru Domain,Pavouol
2405,Beloreo Domain,Goluos
2406,Kestraeyr,Brenool
2407,Kestrua,Rhaleiv Spire
2408,Dravius Domain,Cosu Minor
2409,Faveneel,Barke
2410,Myria,Lune
2411,Lomiroi,Barki Crest
2412,Juneleo Sphere,Fyreu Reef
2413,Grostaeon,Rhalu Major
2414,Faveneo,Barkiund
2415,Cindroyr,Graelaesh Major
2416,Kestri,Dessaoeak
2417,Nexu Realm,Quenuiys
2418,Sunduel,Brenoeille
2419,Sundaeus Span,Pavui
2420,Lomiroiax,Soviol
2421,Anthi Domain,Maeluiund
2422,Beloreoth,Ivouesh
2423,Loravae Span,Queneund
2424,Ekaroiyr,Barki
2425,Juneliai Sphere,Zolaior
2426,Praxoi Prime,Hesso Vale
2427,Itheluon Domain,Cosiille Crest
2428,Praxiaen Domain,Zoloak
2429,Sunduyn Fold,Osti
2430,Juneleune Sphere,Sovouux
2431,Novarua Fold,Nire Vale
2432,Favenia Fold,Brenoeu Crest
2433,Ossaoi Realm,Goluios
2434,Myrara,Niruios
2435,Beloriao,Sovaa Hollow
2436,Kaeloien,Quenuux
2437,Ekarera,Golou Major
2438,Elyiyn,Corinoeo
2439,Thaliy Expanse,Vessaii
2440,Nexuaax,Corinoue Basin
2441,Loravae,Vessai
2442,Veyeus Expanse,Fyreeux Reef
2443,Ekaria,Coseaeth
2444,Elyio,Brenuia
2445,Volniae,Wrena Reef
2446,Itheliis,Iveaiv Reef
2447,Volnoie Expanse,Maelu Hollow
2448,Sundeous,Dharoueth
2449,Nexit,Gola
2450,Praxua Fold,Pavouom
2451,Favenaeax,Barkou
2452,Thaluath,Nireaan
2453,Ossauais Sphere,Lunaiesh
2454,Elyia Expanse,Hesseaom
2455,Praxoel Domain,Goloan Reef
2456,Elyua,Ferrouiux Spire
2457,Ekaroyr,Goleay Minor
2458,Loravoiyr,Vesse Spire
2459,Beloro,Jora Basin
2460,Itheliaor,Fyreoak Reef
2461,Volniai,Yetha Major
2462,Nexuais,Dharu Spire
2463,Myreoth,Xalaiille
2464,Aveie,Hessaiol Basin
2465,Aveaeom,Ostuin
2466,Isaro Expanse,Brenuios Reef
2467,Myruaax,Ulmuiv
2468,Elyeoor Expanse,Corinuux
2469,Corveoav,Hesseaux
2470,Beloru Expanse,Xaleae
2471,Grostee Sphere,Ulmuux Crest
2472,Lomireo Sphere,Sovuiux
2473,Thaluaune,Dessaiiv
2474,Elyaax,Corinouo
2475,Draviaen,Ostaom
2476,Praxiu,Dharoeille Basin
2477,Orvoia,Yethuux
2478,Thaluara,Zoloeo
2479,Kestraeis,Keshuiak Vale
2480,Kestruel Prime,Barkaior
2481,Grosteav Prime,Wrenouu
2482,Anthiau Domain,Wreneiv Vale
2483,Praxeyn,Ivai Spire
2484,Novariyn,Ivain
2485,Thaleav,Ferroe Reef
2486,Lomireon,Rhalouys
